Date,time2,Burst_average,Surface,Transmission,Noon_percent,Kd_PAR,Noon_Kd,time
unitless,unitless,umol photons per square meter per second,umol photons per square meter per second,percent,percent,umol photons per square meter per second,umol photons per square meter per second,UTC
2014-09-09,22:30:00,0,1,13.4,NaN,0.105,NaN,2014-09-09T22:30:00Z
2014-09-10,0:00:00,0,1,14.3,NaN,0.102,NaN,2014-09-10T00:00:00Z
2014-09-10,1:30:00,0,1,10.8,NaN,0.116,NaN,2014-09-10T01:30:00Z
2014-09-10,3:00:00,0,1,15.0,NaN,0.099,NaN,2014-09-10T03:00:00Z
2014-09-10,4:30:00,0,1,15.9,NaN,0.096,NaN,2014-09-10T04:30:00Z
2014-09-10,6:00:00,2,4,41.6,NaN,0.046,NaN,2014-09-10T06:00:00Z
2014-09-10,7:30:00,106,561,18.9,NaN,0.087,NaN,2014-09-10T07:30:00Z
2014-09-10,9:00:00,300,394,76.1,NaN,0.014,NaN,2014-09-10T09:00:00Z
2014-09-10,10:30:00,401,1946,20.6,NaN,0.083,NaN,2014-09-10T10:30:00Z
2014-09-10,12:00:00,416,2194,19.0,18.8,0.087,0.088,2014-09-10T12:00:00Z
2014-09-10,13:30:00,345,2046,16.9,NaN,0.093,NaN,2014-09-10T13:30:00Z
2014-09-10,15:00:00,252,1656,15.2,NaN,0.099,NaN,2014-09-10T15:00:00Z
2014-09-10,16:30:00,108,929,11.6,NaN,0.113,NaN,2014-09-10T16:30:00Z
2014-09-10,18:00:00,13,89,14.3,NaN,0.102,NaN,2014-09-10T18:00:00Z
2014-09-10,19:30:00,0,1,15.9,NaN,0.096,NaN,2014-09-10T19:30:00Z
2014-09-10,21:00:00,0,1,16.0,NaN,0.096,NaN,2014-09-10T21:00:00Z
2014-09-10,22:30:00,0,1,16.0,NaN,0.096,NaN,2014-09-10T22:30:00Z
2014-09-11,0:00:00,0,1,14.2,NaN,0.102,NaN,2014-09-11T00:00:00Z
2014-09-11,1:30:00,0,1,16.0,NaN,0.096,NaN,2014-09-11T01:30:00Z
2014-09-11,3:00:00,0,1,13.5,NaN,0.105,NaN,2014-09-11T03:00:00Z
2014-09-11,4:30:00,0,1,15.0,NaN,0.099,NaN,2014-09-11T04:30:00Z
2014-09-11,6:00:00,1,1,82.0,NaN,0.01,NaN,2014-09-11T06:00:00Z
2014-09-11,7:30:00,64,601,10.6,NaN,0.118,NaN,2014-09-11T07:30:00Z
2014-09-11,9:00:00,146,1516,9.6,NaN,0.123,NaN,2014-09-11T09:00:00Z
2014-09-11,10:30:00,319,1939,16.4,NaN,0.095,NaN,2014-09-11T10:30:00Z
2014-09-11,12:00:00,424,2529,16.7,16.2,0.094,0.095,2014-09-11T12:00:00Z
2014-09-11,13:30:00,331,2164,15.3,NaN,0.098,NaN,2014-09-11T13:30:00Z
2014-09-11,15:00:00,201,1626,12.4,NaN,0.109,NaN,2014-09-11T15:00:00Z
2014-09-11,16:30:00,84,784,10.7,NaN,0.117,NaN,2014-09-11T16:30:00Z
2014-09-11,18:00:00,10,76,12.9,NaN,0.107,NaN,2014-09-11T18:00:00Z
2014-09-11,19:30:00,0,1,10.0,NaN,0.121,NaN,2014-09-11T19:30:00Z
2014-09-11,21:00:00,0,1,12.6,NaN,0.109,NaN,2014-09-11T21:00:00Z
2014-09-11,22:30:00,0,1,13.4,NaN,0.105,NaN,2014-09-11T22:30:00Z
2014-09-12,0:00:00,0,1,11.7,NaN,0.112,NaN,2014-09-12T00:00:00Z
2014-09-12,1:30:00,0,1,12.5,NaN,0.109,NaN,2014-09-12T01:30:00Z
2014-09-12,3:00:00,0,1,12.5,NaN,0.109,NaN,2014-09-12T03:00:00Z
2014-09-12,4:30:00,0,1,11.7,NaN,0.112,NaN,2014-09-12T04:30:00Z
2014-09-12,6:00:00,1,1,77.5,NaN,0.013,NaN,2014-09-12T06:00:00Z
2014-09-12,7:30:00,56,481,11.7,NaN,0.112,NaN,2014-09-12T07:30:00Z
2014-09-12,9:00:00,162,1096,14.8,NaN,0.1,NaN,2014-09-12T09:00:00Z
2014-09-12,10:30:00,251,1824,13.7,NaN,0.104,NaN,2014-09-12T10:30:00Z
2014-09-12,12:00:00,338,2119,15.9,14.4,0.096,0.102,2014-09-12T12:00:00Z
2014-09-12,13:30:00,251,1854,13.5,NaN,0.105,NaN,2014-09-12T13:30:00Z
2014-09-12,15:00:00,171,1514,11.3,NaN,0.114,NaN,2014-09-12T15:00:00Z
2014-09-12,16:30:00,73,681,10.7,NaN,0.117,NaN,2014-09-12T16:30:00Z
2014-09-12,18:00:00,8,64,12.2,NaN,0.11,NaN,2014-09-12T18:00:00Z
2014-09-12,19:30:00,0,1,16.8,NaN,0.093,NaN,2014-09-12T19:30:00Z
2014-09-12,21:00:00,0,1,15.1,NaN,0.099,NaN,2014-09-12T21:00:00Z
2014-09-12,22:30:00,0,1,13.3,NaN,0.105,NaN,2014-09-12T22:30:00Z
2014-09-13,0:00:00,0,1,14.2,NaN,0.102,NaN,2014-09-13T00:00:00Z
2014-09-13,1:30:00,0,1,12.5,NaN,0.109,NaN,2014-09-13T01:30:00Z
2014-09-13,3:00:00,0,1,15.0,NaN,0.099,NaN,2014-09-13T03:00:00Z
2014-09-13,4:30:00,0,1,10.0,NaN,0.121,NaN,2014-09-13T04:30:00Z
2014-09-13,6:00:00,1,1,66.8,NaN,0.021,NaN,2014-09-13T06:00:00Z
2014-09-13,7:30:00,64,414,15.5,NaN,0.098,NaN,2014-09-13T07:30:00Z
2014-09-13,9:00:00,199,781,25.4,NaN,0.072,NaN,2014-09-13T09:00:00Z
2014-09-13,10:30:00,322,2059,15.6,NaN,0.097,NaN,2014-09-13T10:30:00Z
2014-09-13,12:00:00,349,2161,16.1,15.0,0.095,0.1,2014-09-13T12:00:00Z
2014-09-13,13:30:00,250,1904,13.1,NaN,0.106,NaN,2014-09-13T13:30:00Z
2014-09-13,15:00:00,225,1691,13.3,NaN,0.106,NaN,2014-09-13T15:00:00Z
2014-09-13,16:30:00,25,216,11.7,NaN,0.112,NaN,2014-09-13T16:30:00Z
2014-09-13,18:00:00,9,76,11.2,NaN,0.115,NaN,2014-09-13T18:00:00Z
2014-09-13,19:30:00,0,1,10.0,NaN,0.121,NaN,2014-09-13T19:30:00Z
2014-09-13,21:00:00,0,1,13.3,NaN,0.105,NaN,2014-09-13T21:00:00Z
2014-09-13,22:30:00,0,1,14.3,NaN,0.102,NaN,2014-09-13T22:30:00Z
2014-09-14,0:00:00,0,1,12.5,NaN,0.109,NaN,2014-09-14T00:00:00Z
2014-09-14,1:30:00,0,1,14.2,NaN,0.102,NaN,2014-09-14T01:30:00Z
2014-09-14,3:00:00,0,1,11.7,NaN,0.112,NaN,2014-09-14T03:00:00Z
2014-09-14,4:30:00,0,1,16.8,NaN,0.094,NaN,2014-09-14T04:30:00Z
2014-09-14,6:00:00,1,4,25.4,NaN,0.072,NaN,2014-09-14T06:00:00Z
2014-09-14,7:30:00,65,676,9.5,NaN,0.123,NaN,2014-09-14T07:30:00Z
2014-09-14,9:00:00,118,1069,11.1,NaN,0.115,NaN,2014-09-14T09:00:00Z
2014-09-14,10:30:00,238,2119,11.3,NaN,0.114,NaN,2014-09-14T10:30:00Z
2014-09-14,12:00:00,343,2294,15.0,14.5,0.099,0.102,2014-09-14T12:00:00Z
2014-09-14,13:30:00,319,1844,17.3,NaN,0.092,NaN,2014-09-14T13:30:00Z
2014-09-14,15:00:00,184,1729,10.7,NaN,0.117,NaN,2014-09-14T15:00:00Z
2014-09-14,16:30:00,98,934,10.5,NaN,0.118,NaN,2014-09-14T16:30:00Z
2014-09-14,18:00:00,6,41,15.6,NaN,0.097,NaN,2014-09-14T18:00:00Z
2014-09-14,19:30:00,0,1,10.8,NaN,0.116,NaN,2014-09-14T19:30:00Z
2014-09-14,21:00:00,0,1,12.6,NaN,0.109,NaN,2014-09-14T21:00:00Z
2014-09-14,22:30:00,0,1,12.5,NaN,0.109,NaN,2014-09-14T22:30:00Z
2014-09-15,0:00:00,0,1,13.3,NaN,0.105,NaN,2014-09-15T00:00:00Z
2014-09-15,1:30:00,0,1,11.7,NaN,0.112,NaN,2014-09-15T01:30:00Z
2014-09-15,3:00:00,0,1,14.3,NaN,0.102,NaN,2014-09-15T03:00:00Z
2014-09-15,4:30:00,0,1,12.5,NaN,0.109,NaN,2014-09-15T04:30:00Z
2014-09-15,6:00:00,1,1,67.7,NaN,0.02,NaN,2014-09-15T06:00:00Z
2014-09-15,7:30:00,55,584,9.4,NaN,0.124,NaN,2014-09-15T07:30:00Z
2014-09-15,9:00:00,183,1496,12.2,NaN,0.11,NaN,2014-09-15T09:00:00Z
2014-09-15,10:30:00,352,2059,17.1,NaN,0.092,NaN,2014-09-15T10:30:00Z
2014-09-15,12:00:00,368,2346,15.7,16.1,0.097,0.096,2014-09-15T12:00:00Z
2014-09-15,13:30:00,317,2061,15.4,NaN,0.098,NaN,2014-09-15T13:30:00Z
2014-09-15,15:00:00,200,1624,12.3,NaN,0.11,NaN,2014-09-15T15:00:00Z
2014-09-15,16:30:00,112,1104,10.1,NaN,0.12,NaN,2014-09-15T16:30:00Z
2014-09-15,18:00:00,6,49,12.1,NaN,0.111,NaN,2014-09-15T18:00:00Z
2014-09-15,19:30:00,0,1,13.4,NaN,0.105,NaN,2014-09-15T19:30:00Z
2014-09-15,21:00:00,0,1,12.5,NaN,0.109,NaN,2014-09-15T21:00:00Z
2014-09-15,22:30:00,0,1,15.0,NaN,0.099,NaN,2014-09-15T22:30:00Z
2014-09-16,0:00:00,0,1,13.3,NaN,0.105,NaN,2014-09-16T00:00:00Z
2014-09-16,1:30:00,0,1,15.1,NaN,0.099,NaN,2014-09-16T01:30:00Z
2014-09-16,3:00:00,0,1,11.7,NaN,0.112,NaN,2014-09-16T03:00:00Z
2014-09-16,4:30:00,0,1,14.3,NaN,0.102,NaN,2014-09-16T04:30:00Z
2014-09-16,6:00:00,1,1,65.9,NaN,0.022,NaN,2014-09-16T06:00:00Z
2014-09-16,7:30:00,60,619,9.7,NaN,0.122,NaN,2014-09-16T07:30:00Z
2014-09-16,9:00:00,201,1394,14.4,NaN,0.101,NaN,2014-09-16T09:00:00Z
2014-09-16,10:30:00,308,2009,15.3,NaN,0.098,NaN,2014-09-16T10:30:00Z
2014-09-16,12:00:00,329,2224,14.8,15.2,0.1,0.099,2014-09-16T12:00:00Z
2014-09-16,13:30:00,302,1944,15.6,NaN,0.097,NaN,2014-09-16T13:30:00Z
2014-09-16,15:00:00,191,1599,12.0,NaN,0.111,NaN,2014-09-16T15:00:00Z
2014-09-16,16:30:00,69,334,20.8,NaN,0.082,NaN,2014-09-16T16:30:00Z
2014-09-16,18:00:00,9,69,12.7,NaN,0.108,NaN,2014-09-16T18:00:00Z
2014-09-16,19:30:00,0,1,14.2,NaN,0.102,NaN,2014-09-16T19:30:00Z
2014-09-16,21:00:00,0,1,13.3,NaN,0.105,NaN,2014-09-16T21:00:00Z
2014-09-16,22:30:00,0,1,14.2,NaN,0.102,NaN,2014-09-16T22:30:00Z
2014-09-17,0:00:00,0,1,10.8,NaN,0.116,NaN,2014-09-17T00:00:00Z
2014-09-17,1:30:00,0,1,11.8,NaN,0.112,NaN,2014-09-17T01:30:00Z
2014-09-17,3:00:00,0,1,13.3,NaN,0.105,NaN,2014-09-17T03:00:00Z
2014-09-17,4:30:00,0,1,14.3,NaN,0.102,NaN,2014-09-17T04:30:00Z
2014-09-17,6:00:00,1,1,72.2,NaN,0.017,NaN,2014-09-17T06:00:00Z
2014-09-17,7:30:00,36,331,10.7,NaN,0.117,NaN,2014-09-17T07:30:00Z
2014-09-17,9:00:00,180,1381,13.0,NaN,0.107,NaN,2014-09-17T09:00:00Z
2014-09-17,10:30:00,298,1959,15.2,NaN,0.099,NaN,2014-09-17T10:30:00Z
2014-09-17,12:00:00,377,2279,16.5,15.6,0.094,0.097,2014-09-17T12:00:00Z
2014-09-17,13:30:00,320,2136,15.0,NaN,0.099,NaN,2014-09-17T13:30:00Z
2014-09-17,15:00:00,201,1676,12.0,NaN,0.111,NaN,2014-09-17T15:00:00Z
2014-09-17,16:30:00,82,969,8.5,NaN,0.129,NaN,2014-09-17T16:30:00Z
2014-09-17,18:00:00,7,54,12.3,NaN,0.11,NaN,2014-09-17T18:00:00Z
2014-09-17,19:30:00,0,1,14.2,NaN,0.102,NaN,2014-09-17T19:30:00Z
2014-09-17,21:00:00,0,1,11.8,NaN,0.112,NaN,2014-09-17T21:00:00Z
2014-09-17,22:30:00,0,1,15.1,NaN,0.099,NaN,2014-09-17T22:30:00Z
2014-09-18,0:00:00,0,1,15.0,NaN,0.099,NaN,2014-09-18T00:00:00Z
2014-09-18,1:30:00,0,1,12.5,NaN,0.109,NaN,2014-09-18T01:30:00Z
2014-09-18,3:00:00,0,1,15.0,NaN,0.099,NaN,2014-09-18T03:00:00Z
2014-09-18,4:30:00,0,1,13.3,NaN,0.105,NaN,2014-09-18T04:30:00Z
2014-09-18,6:00:00,1,1,49.8,NaN,0.037,NaN,2014-09-18T06:00:00Z
2014-09-18,7:30:00,51,206,24.7,NaN,0.073,NaN,2014-09-18T07:30:00Z
2014-09-18,9:00:00,145,871,16.6,NaN,0.094,NaN,2014-09-18T09:00:00Z
2014-09-18,10:30:00,384,1524,25.2,NaN,0.072,NaN,2014-09-18T10:30:00Z
2014-09-18,12:00:00,444,2134,20.8,21.9,0.082,0.08,2014-09-18T12:00:00Z
2014-09-18,13:30:00,402,2041,19.7,NaN,0.085,NaN,2014-09-18T13:30:00Z
2014-09-18,15:00:00,171,996,17.1,NaN,0.092,NaN,2014-09-18T15:00:00Z
2014-09-18,16:30:00,79,879,8.9,NaN,0.126,NaN,2014-09-18T16:30:00Z
2014-09-18,18:00:00,5,34,14.4,NaN,0.102,NaN,2014-09-18T18:00:00Z
2014-09-18,19:30:00,0,1,12.5,NaN,0.109,NaN,2014-09-18T19:30:00Z
2014-09-18,21:00:00,0,1,14.2,NaN,0.102,NaN,2014-09-18T21:00:00Z
2014-09-18,22:30:00,0,1,12.4,NaN,0.109,NaN,2014-09-18T22:30:00Z
2014-09-19,0:00:00,0,1,12.5,NaN,0.109,NaN,2014-09-19T00:00:00Z
2014-09-19,1:30:00,0,1,14.3,NaN,0.102,NaN,2014-09-19T01:30:00Z
2014-09-19,3:00:00,0,1,13.3,NaN,0.105,NaN,2014-09-19T03:00:00Z
2014-09-19,4:30:00,0,1,10.8,NaN,0.116,NaN,2014-09-19T04:30:00Z
2014-09-19,6:00:00,0,1,39.9,NaN,0.048,NaN,2014-09-19T06:00:00Z
2014-09-19,7:30:00,52,364,14.2,NaN,0.102,NaN,2014-09-19T07:30:00Z
2014-09-19,9:00:00,172,1376,12.5,NaN,0.109,NaN,2014-09-19T09:00:00Z
2014-09-19,10:30:00,286,1926,14.8,NaN,0.1,NaN,2014-09-19T10:30:00Z
2014-09-19,12:00:00,370,1736,21.3,17.0,0.081,0.093,2014-09-19T12:00:00Z
2014-09-19,13:30:00,316,2124,14.9,NaN,0.1,NaN,2014-09-19T13:30:00Z
2014-09-19,15:00:00,178,1544,11.6,NaN,0.113,NaN,2014-09-19T15:00:00Z
2014-09-19,16:30:00,89,916,9.7,NaN,0.122,NaN,2014-09-19T16:30:00Z
2014-09-19,18:00:00,5,26,19.5,NaN,0.086,NaN,2014-09-19T18:00:00Z
2014-09-19,19:30:00,0,1,14.2,NaN,0.102,NaN,2014-09-19T19:30:00Z
2014-09-19,21:00:00,0,1,14.2,NaN,0.102,NaN,2014-09-19T21:00:00Z
2014-09-19,22:30:00,0,1,12.5,NaN,0.109,NaN,2014-09-19T22:30:00Z
2014-09-20,0:00:00,0,1,11.7,NaN,0.112,NaN,2014-09-20T00:00:00Z
2014-09-20,1:30:00,0,1,16.8,NaN,0.093,NaN,2014-09-20T01:30:00Z
2014-09-20,3:00:00,0,1,16.8,NaN,0.094,NaN,2014-09-20T03:00:00Z
2014-09-20,4:30:00,0,1,12.5,NaN,0.109,NaN,2014-09-20T04:30:00Z
2014-09-20,6:00:00,1,1,54.3,NaN,0.032,NaN,2014-09-20T06:00:00Z
2014-09-20,7:30:00,61,574,10.6,NaN,0.117,NaN,2014-09-20T07:30:00Z
2014-09-20,9:00:00,132,1294,10.2,NaN,0.12,NaN,2014-09-20T09:00:00Z
2014-09-20,10:30:00,62,954,6.5,NaN,0.143,NaN,2014-09-20T10:30:00Z
2014-09-20,12:00:00,322,2134,15.1,12.0,0.099,0.115,2014-09-20T12:00:00Z
2014-09-20,13:30:00,286,1999,14.3,NaN,0.102,NaN,2014-09-20T13:30:00Z
2014-09-20,15:00:00,186,1551,12.0,NaN,0.111,NaN,2014-09-20T15:00:00Z
2014-09-20,16:30:00,27,279,9.6,NaN,0.123,NaN,2014-09-20T16:30:00Z
2014-09-20,18:00:00,4,26,13.7,NaN,0.104,NaN,2014-09-20T18:00:00Z
2014-09-20,19:30:00,0,1,14.2,NaN,0.102,NaN,2014-09-20T19:30:00Z
2014-09-20,21:00:00,0,1,14.2,NaN,0.102,NaN,2014-09-20T21:00:00Z
2014-09-20,22:30:00,0,1,14.2,NaN,0.102,NaN,2014-09-20T22:30:00Z
2014-09-21,0:00:00,0,1,15.0,NaN,0.099,NaN,2014-09-21T00:00:00Z
2014-09-21,1:30:00,0,1,11.7,NaN,0.112,NaN,2014-09-21T01:30:00Z
2014-09-21,3:00:00,0,1,12.5,NaN,0.109,NaN,2014-09-21T03:00:00Z
2014-09-21,4:30:00,0,1,9.2,NaN,0.125,NaN,2014-09-21T04:30:00Z
2014-09-21,6:00:00,1,1,51.6,NaN,0.035,NaN,2014-09-21T06:00:00Z
2014-09-21,7:30:00,59,556,10.6,NaN,0.118,NaN,2014-09-21T07:30:00Z
2014-09-21,9:00:00,165,1361,12.1,NaN,0.11,NaN,2014-09-21T09:00:00Z
2014-09-21,10:30:00,278,1979,14.0,NaN,0.103,NaN,2014-09-21T10:30:00Z
2014-09-21,12:00:00,327,2236,14.6,14.3,0.101,0.102,2014-09-21T12:00:00Z
2014-09-21,13:30:00,264,1861,14.2,NaN,0.102,NaN,2014-09-21T13:30:00Z
2014-09-21,15:00:00,88,1096,8.0,NaN,0.132,NaN,2014-09-21T15:00:00Z
2014-09-21,16:30:00,63,826,7.6,NaN,0.135,NaN,2014-09-21T16:30:00Z
2014-09-21,18:00:00,5,51,10.3,NaN,0.119,NaN,2014-09-21T18:00:00Z
2014-09-21,19:30:00,0,1,15.1,NaN,0.099,NaN,2014-09-21T19:30:00Z
2014-09-21,21:00:00,0,1,13.3,NaN,0.105,NaN,2014-09-21T21:00:00Z
2014-09-21,22:30:00,0,1,10.0,NaN,0.121,NaN,2014-09-21T22:30:00Z
2014-09-22,0:00:00,0,1,12.5,NaN,0.109,NaN,2014-09-22T00:00:00Z
2014-09-22,1:30:00,0,1,10.0,NaN,0.121,NaN,2014-09-22T01:30:00Z
2014-09-22,3:00:00,0,1,12.5,NaN,0.109,NaN,2014-09-22T03:00:00Z
2014-09-22,4:30:00,0,1,9.2,NaN,0.125,NaN,2014-09-22T04:30:00Z
2014-09-22,6:00:00,0,1,40.0,NaN,0.048,NaN,2014-09-22T06:00:00Z
2014-09-22,7:30:00,89,429,20.7,NaN,0.082,NaN,2014-09-22T07:30:00Z
2014-09-22,9:00:00,155,1214,12.8,NaN,0.108,NaN,2014-09-22T09:00:00Z
2014-09-22,10:30:00,257,2146,12.0,NaN,0.111,NaN,2014-09-22T10:30:00Z
2014-09-22,12:00:00,310,2151,14.4,13.4,0.101,0.105,2014-09-22T12:00:00Z
2014-09-22,13:30:00,286,2051,13.9,NaN,0.103,NaN,2014-09-22T13:30:00Z
2014-09-22,15:00:00,85,1021,8.3,NaN,0.13,NaN,2014-09-22T15:00:00Z
2014-09-22,16:30:00,38,414,9.3,NaN,0.124,NaN,2014-09-22T16:30:00Z
2014-09-22,18:00:00,3,29,11.2,NaN,0.115,NaN,2014-09-22T18:00:00Z
2014-09-22,19:30:00,0,1,17.6,NaN,0.091,NaN,2014-09-22T19:30:00Z
2014-09-22,21:00:00,0,1,15.8,NaN,0.096,NaN,2014-09-22T21:00:00Z
2014-09-22,22:30:00,0,1,13.4,NaN,0.105,NaN,2014-09-22T22:30:00Z
2014-09-23,0:00:00,0,1,11.7,NaN,0.112,NaN,2014-09-23T00:00:00Z
2014-09-23,1:30:00,0,1,12.6,NaN,0.109,NaN,2014-09-23T01:30:00Z
2014-09-23,3:00:00,0,1,14.2,NaN,0.102,NaN,2014-09-23T03:00:00Z
2014-09-23,4:30:00,0,1,13.4,NaN,0.105,NaN,2014-09-23T04:30:00Z
2014-09-23,6:00:00,1,1,41.8,NaN,0.046,NaN,2014-09-23T06:00:00Z
2014-09-23,7:30:00,41,629,6.5,NaN,0.143,NaN,2014-09-23T07:30:00Z
2014-09-23,9:00:00,145,689,21.0,NaN,0.082,NaN,2014-09-23T09:00:00Z
2014-09-23,10:30:00,193,1109,17.4,NaN,0.092,NaN,2014-09-23T10:30:00Z
2014-09-23,12:00:00,103,1716,6.0,11.9,0.147,0.116,2014-09-23T12:00:00Z
2014-09-23,13:30:00,264,2174,12.2,NaN,0.11,NaN,2014-09-23T13:30:00Z
2014-09-23,15:00:00,172,1754,9.8,NaN,0.121,NaN,2014-09-23T15:00:00Z
2014-09-23,16:30:00,65,694,9.3,NaN,0.124,NaN,2014-09-23T16:30:00Z
2014-09-23,18:00:00,5,46,10.8,NaN,0.117,NaN,2014-09-23T18:00:00Z
2014-09-23,19:30:00,0,1,13.4,NaN,0.105,NaN,2014-09-23T19:30:00Z
2014-09-23,21:00:00,0,1,14.3,NaN,0.102,NaN,2014-09-23T21:00:00Z
2014-09-23,22:30:00,0,1,12.6,NaN,0.109,NaN,2014-09-23T22:30:00Z
2014-09-24,0:00:00,0,1,13.3,NaN,0.105,NaN,2014-09-24T00:00:00Z
2014-09-24,1:30:00,0,1,11.7,NaN,0.112,NaN,2014-09-24T01:30:00Z
2014-09-24,3:00:00,0,1,11.7,NaN,0.112,NaN,2014-09-24T03:00:00Z
2014-09-24,4:30:00,0,1,10.8,NaN,0.116,NaN,2014-09-24T04:30:00Z
2014-09-24,6:00:00,1,1,52.5,NaN,0.034,NaN,2014-09-24T06:00:00Z
2014-09-24,7:30:00,45,566,8.0,NaN,0.132,NaN,2014-09-24T07:30:00Z
2014-09-24,9:00:00,119,646,18.4,NaN,0.089,NaN,2014-09-24T09:00:00Z
2014-09-24,10:30:00,211,1134,18.6,NaN,0.088,NaN,2014-09-24T10:30:00Z
2014-09-24,12:00:00,195,2209,8.8,13.2,0.127,0.108,2014-09-24T12:00:00Z
2014-09-24,13:30:00,266,2176,12.2,NaN,0.11,NaN,2014-09-24T13:30:00Z
2014-09-24,15:00:00,32,241,13.2,NaN,0.106,NaN,2014-09-24T15:00:00Z
2014-09-24,16:30:00,65,796,8.2,NaN,0.131,NaN,2014-09-24T16:30:00Z
2014-09-24,18:00:00,4,34,10.9,NaN,0.116,NaN,2014-09-24T18:00:00Z
2014-09-24,19:30:00,0,1,11.7,NaN,0.112,NaN,2014-09-24T19:30:00Z
2014-09-24,21:00:00,0,1,15.0,NaN,0.099,NaN,2014-09-24T21:00:00Z
2014-09-24,22:30:00,0,1,13.4,NaN,0.105,NaN,2014-09-24T22:30:00Z
2014-09-25,0:00:00,0,1,15.0,NaN,0.099,NaN,2014-09-25T00:00:00Z
2014-09-25,1:30:00,0,1,13.3,NaN,0.105,NaN,2014-09-25T01:30:00Z
2014-09-25,3:00:00,0,1,15.1,NaN,0.099,NaN,2014-09-25T03:00:00Z
2014-09-25,4:30:00,0,1,14.2,NaN,0.102,NaN,2014-09-25T04:30:00Z
2014-09-25,6:00:00,0,1,23.1,NaN,0.077,NaN,2014-09-25T06:00:00Z
2014-09-25,7:30:00,67,309,21.6,NaN,0.08,NaN,2014-09-25T07:30:00Z
2014-09-25,9:00:00,100,776,12.9,NaN,0.107,NaN,2014-09-25T09:00:00Z
2014-09-25,10:30:00,92,659,14.0,NaN,0.103,NaN,2014-09-25T10:30:00Z
2014-09-25,12:00:00,287,2166,13.2,14.6,0.106,0.101,2014-09-25T12:00:00Z
2014-09-25,13:30:00,232,1409,16.5,NaN,0.094,NaN,2014-09-25T13:30:00Z
2014-09-25,15:00:00,36,286,12.7,NaN,0.108,NaN,2014-09-25T15:00:00Z
2014-09-25,16:30:00,28,224,12.7,NaN,0.108,NaN,2014-09-25T16:30:00Z
2014-09-25,18:00:00,2,16,12.1,NaN,0.111,NaN,2014-09-25T18:00:00Z
2014-09-25,19:30:00,0,1,14.2,NaN,0.102,NaN,2014-09-25T19:30:00Z
2014-09-25,21:00:00,0,1,12.5,NaN,0.109,NaN,2014-09-25T21:00:00Z
2014-09-25,22:30:00,0,1,9.9,NaN,0.121,NaN,2014-09-25T22:30:00Z
2014-09-26,0:00:00,0,1,13.4,NaN,0.105,NaN,2014-09-26T00:00:00Z
2014-09-26,1:30:00,0,1,10.8,NaN,0.116,NaN,2014-09-26T01:30:00Z
2014-09-26,3:00:00,0,1,12.6,NaN,0.109,NaN,2014-09-26T03:00:00Z
2014-09-26,4:30:00,0,1,10.8,NaN,0.116,NaN,2014-09-26T04:30:00Z
2014-09-26,6:00:00,0,1,31.1,NaN,0.061,NaN,2014-09-26T06:00:00Z
2014-09-26,7:30:00,52,599,8.7,NaN,0.128,NaN,2014-09-26T07:30:00Z
2014-09-26,9:00:00,171,1486,11.5,NaN,0.113,NaN,2014-09-26T09:00:00Z
2014-09-26,10:30:00,157,1636,9.6,NaN,0.123,NaN,2014-09-26T10:30:00Z
2014-09-26,12:00:00,247,1999,12.4,10.4,0.109,0.119,2014-09-26T12:00:00Z
2014-09-26,13:30:00,231,2501,9.2,NaN,0.125,NaN,2014-09-26T13:30:00Z
2014-09-26,15:00:00,40,456,8.9,NaN,0.127,NaN,2014-09-26T15:00:00Z
2014-09-26,16:30:00,32,391,8.2,NaN,0.131,NaN,2014-09-26T16:30:00Z
2014-09-26,18:00:00,2,16,9.8,NaN,0.122,NaN,2014-09-26T18:00:00Z
2014-09-26,19:30:00,0,1,12.5,NaN,0.109,NaN,2014-09-26T19:30:00Z
2014-09-26,21:00:00,0,1,10.9,NaN,0.116,NaN,2014-09-26T21:00:00Z
2014-09-26,22:30:00,0,1,10.8,NaN,0.116,NaN,2014-09-26T22:30:00Z
2014-09-27,0:00:00,0,1,11.7,NaN,0.112,NaN,2014-09-27T00:00:00Z
2014-09-27,1:30:00,0,1,10.8,NaN,0.116,NaN,2014-09-27T01:30:00Z
2014-09-27,3:00:00,0,1,11.7,NaN,0.112,NaN,2014-09-27T03:00:00Z
2014-09-27,4:30:00,0,1,12.5,NaN,0.109,NaN,2014-09-27T04:30:00Z
2014-09-27,6:00:00,0,1,28.4,NaN,0.066,NaN,2014-09-27T06:00:00Z
2014-09-27,7:30:00,43,539,7.9,NaN,0.133,NaN,2014-09-27T07:30:00Z
2014-09-27,9:00:00,92,1006,9.2,NaN,0.125,NaN,2014-09-27T09:00:00Z
2014-09-27,10:30:00,107,1044,10.3,NaN,0.119,NaN,2014-09-27T10:30:00Z
2014-09-27,12:00:00,81,961,8.4,9.1,0.13,0.126,2014-09-27T12:00:00Z
2014-09-27,13:30:00,34,391,8.7,NaN,0.128,NaN,2014-09-27T13:30:00Z
2014-09-27,15:00:00,40,344,11.6,NaN,0.113,NaN,2014-09-27T15:00:00Z
2014-09-27,16:30:00,5,46,11.9,NaN,0.111,NaN,2014-09-27T16:30:00Z
2014-09-27,18:00:00,6,59,9.5,NaN,0.123,NaN,2014-09-27T18:00:00Z
2014-09-27,19:30:00,0,1,12.5,NaN,0.109,NaN,2014-09-27T19:30:00Z
